"ï»¿""Data Source""",World Development Indicators,

Last Updated Date,2020-12-16,

Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Unnamed: 65
Bosnia and Herzegovina,BIH,educ spending per person (current US$ per capita),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belarus,BLR,educ spending per person (current US$ per capita),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7263.682440074893,7908.671941895557,,,,13587.314103312614,18351.726968540046,23380.70360714238,24398.58197013891,,23379.749923935266,31473.69153348773,30541.22530156181,34420.6916215979,39969.523399797945,40081.17108166609,28481.46502110713,24844.673282133568,27627.52018537198,,,,
Belize,BLZ,educ spending per person (current US$ per capita),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16689.878282765367,16917.31261370256,19735.886634733073,,19160.956901046957,20290.228798461667,,,,25424.573257620512,25864.637954256574,28699.396969579564,,,29354.27709033578,31126.290720112833,32901.03210091691,35100.964300018975,36705.167589680255,36935.86880294169,,,
Bermuda,BMU,educ spending per person (current US$ per capita),,,,,,,,,,,,,,,20577.678223968007,,22356.13089687422,,,,,,,,,,55438.724821242016,,,,,84180.3728929323,87273.98256407968,99657.24425466811,,,,,,110565.86062749937,,,,,110159.98555914563,124949.70615093253,150911.91308553473,,,,265200.57337412995,269379.65510513296,,,,175553.11307560405,173266.76120191498,,167774.48812990624,,,,
Bolivia,BOL,educ spending per person (current US$ per capita),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,BRA,educ spending per person (current US$ per capita),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21690.608521608137,,,24197.853405208414,13219.973239935482,14807.51319549262,12136.881118433297,10610.858877949524,,14457.021202984492,21456.75191012828,28670.610869417993,36551.01457765852,46529.246392423236,46975.14119937959,63753.728379111024,75995.51051849603,72427.73061343435,71819.75220163887,72051.49025690118,55008.70706074167,54995.90050447141,62753.748970070024,,,,
Barbados,BRB,educ spending per person (current US$ per capita),,,,,,,,,,,,,,,,,,10466.814223693656,12961.635623577538,,,,,,,,,,,,,,51217.231591521144,,,,,,,,47382.218657962694,53139.507332583635,67875.69621637328,66812.27407344701,73071.28948418594,75379.00025228507,78369.25797792006,,87549.70264126845,84139.9412994615,81273.48431841885,97211.69191399388,,85517.20840056092,84706.87927900415,101300.61283695852,,83679.31210960852,75937.57780805357,,,,
Brunei Darussalam,BRN,educ spending per person (current US$ per capita),,,,,,,,,,,,8625.926318160698,7272.241035570713,7702.431110462821,25643.070216724773,23488.029318825447,14177.433761241658,16669.806596330374,,22653.95401798171,23098.110532546994,30279.837958966928,35292.33137485449,35120.354347625325,,,,,54932.39324071558,59549.64669132376,55684.06547558064,53885.242978245704,51016.84596710746,57243.882827361726,62588.62388622141,,,,,66692.54461390812,69548.54556680341,66752.91178159784,,,,,,,,,,72183.02421071508,156324.20620326098,137950.5156515023,,139917.83246143194,,120184.49770048168,,,,,
Bhutan,BTN,educ spending per person (current US$ per capita),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3959.936972930216,4522.200570921168,,,7061.274121175814,8951.839719354044,,,8979.119671815637,8626.237364674507,9314.395996600757,12214.512121880904,,14150.726271594045,16032.371810803432,20892.99608567324,20494.394072658575,23747.934148620105,22220.60417493416,,,
Botswana,BWA,educ spending per person (current US$ per capita),,,,,,,,,,,,,861.7553562691239,967.7264265725291,1154.5558542279812,1573.2796449202192,2706.5597695505826,2929.761088110379,3046.4829782843785,4221.194122776051,5820.841979606325,6462.56657615687,,,6533.980365534726,6678.513825740164,5889.42166534204,6500.879099977845,10410.389575054669,13554.940879736716,,16907.98660401261,,20802.0242303303,,,,,,,,,,,,,58874.56823917507,,51628.38627824274,,50628.398520639515,,,,,,,,,,,,
Central African Republic,CAF,educ spending per person (current US$ per capita),,,,,,,,,,,,,,,,,,,,927.2845168364801,,,,,,,,953.775464348018,1156.1662715384261,,,1151.9597159986124,1089.2210204474156,,,,,,,,474.7415124843886,405.1087800972967,,396.2210790600697,452.18053327489315,521.047612856204,547.1540101823947,501.8812984485056,531.0724321240258,599.2888687320241,595.5559215263381,545.8646319641305,611.2949949026962,,,,,,,,,,
